sexo,idade,altura,peso,historico_obesidade_familia,consome_comida_calorica,consome_vegetais,n_refeicoes,come_entre_refeicoes,fuma,consumo_diario_agua,frequencia_atividade_fisica,tempo_usando_eletronicos,consumo_alcool,tipo_transporte
F,26.0,1.632193,111.886611,sim,sim,3.0,3.0,as vezes,nao,2.617988,0.0,0.156187,as vezes,transporte publico
F,20.744839,1.667852,49.803921,sim,sim,2.977018,3.193671,frequentemente,nao,2.482933,2.0,1.0,nao,transporte publico
F,18.766033,1.579561,,nao,sim,2.027574,1.0,as vezes,nao,1.636326,0.0,1.906141,as vezes,transporte publico
M,20.825962,1.793378,105.655037,sim,sim,2.0,3.0,as vezes,nao,1.155384,0.003938,0.526999,as vezes,transporte publico
F,22.679454,1.62826,82.967937,sim,sim,2.274491,1.0,as vezes,nao,2.2695,0.946461,1.73107,as vezes,transporte publico
F,23.0,1.665199,83.15115,sim,sim,2.928234,1.458507,as vezes,nao,2.777379,0.354541,1.707018,nao,transporte publico
M,30.02019,1.75834,112.010504,sim,sim,1.868212,3.0,as vezes,nao,2.023328,0.0,0.613992,as vezes,carro
F,38.464538,1.696423,78.967919,sim,sim,3.0,3.0,as vezes,nao,2.981604,,0.0,nao,carro
F,21.0,1.63,51.0,nao,sim,2.0,1.0,as vezes,nao,1.0,1.0,1.0,nao,transporte publico
F,18.0,1.64,56.0,sim,sim,3.0,3.0,frequentemente,nao,1.0,1.0,1.0,nao,transporte publico
M,33.722449,,103.276087,sim,sim,2.525884,2.040582,as vezes,nao,1.0,1.67036,0.023959,nao,transporte publico
M,25.523127,1.786532,114.534678,sim,sim,2.100177,3.0,as vezes,nao,2.099687,1.281165,0.247332,as vezes,transporte publico
M,25.062942,1.828391,120.998266,sim,sim,3.0,3.0,as vezes,nao,3.0,1.685369,0.264969,as vezes,transporte publico
M,18.0,1.820385,108.395005,sim,,2.0,2.164839,as vezes,nao,2.094479,1.0,0.676557,as vezes,transporte publico
M,27.931432,1.805445,119.484614,sim,sim,2.911312,3.0,as vezes,nao,2.501808,0.94676,0.785701,as vezes,carro
M,18.0,1.792239,108.244379,sim,sim,2.0,2.141839,as vezes,nao,2.939847,1.0,0.103056,as vezes,transporte publico
F,38.939448,1.738321,86.934846,nao,sim,2.843709,3.058539,as vezes,nao,1.130079,2.834373,0.044954,as vezes,carro
M,19.0,1.8,80.0,nao,sim,2.0,1.0,as vezes,nao,2.0,2.0,1.0,as vezes,transporte publico
M,23.455324,1.702516,75.0,sim,sim,2.162519,3.0,as vezes,nao,2.152666,1.078074,1.502839,as vezes,transporte publico
M,20.803186,1.882533,117.468516,sim,sim,2.0,2.18162,as vezes,nao,2.325091,0.891444,1.223661,as vezes,transporte publico
F,18.951144,1.621048,72.105856,sim,nao,3.0,3.884861,as vezes,nao,2.0,1.0,1.0,as vezes,transporte publico
M,19.089595,1.700164,99.204695,,sim,2.0,2.119826,as vezes,nao,2.0,0.0,1.882539,nao,transporte publico
M,20.0,1.98,125.0,sim,sim,2.0,,sempre,nao,3.0,1.0,1.0,as vezes,transporte publico
F,22.0,1.65,60.0,,sim,,3.0,as vezes,nao,2.0,,0.0,as vezes,carro
F,26.0,1.64599,111.922491,sim,sim,3.0,3.0,as vezes,nao,2.78678,0.0,0.09776,as vezes,transporte publico
F,18.306615,1.7456,133.03441,,sim,3.0,3.0,as vezes,nao,2.984323,1.586525,0.62535,as vezes,transporte publico
M,21.0,1.66,,sim,sim,2.0,3.0,as vezes,sim,2.0,1.0,1.0,,transporte publico
F,21.01245,1.747773,127.902844,,sim,3.0,3.0,as vezes,nao,1.705218,0.390937,0.998646,as vezes,transporte publico
M,,1.78,89.8,nao,nao,2.0,1.0,as vezes,nao,2.0,0.0,0.0,as vezes,transporte publico
F,18.003153,1.729996,75.816864,sim,sim,2.992329,3.0,as vezes,nao,2.004908,1.0,1.405086,,transporte publico
M,40.794057,1.735851,109.889334,sim,sim,2.305349,3.169089,as vezes,nao,1.02161,0.908981,0.0,nao,carro
F,26.0,1.616975,104.846218,sim,sim,3.0,3.0,as vezes,nao,2.653563,0.0,0.55415,as vezes,transporte publico
F,19.054008,1.556611,39.695295,nao,,1.889199,2.217651,as vezes,nao,2.013605,2.075293,1.683261,as vezes,transporte publico
M,55.24625,1.769269,,nao,sim,2.0,3.0,as vezes,nao,,1.0,0.0,nao,carro
M,20.803186,1.882533,117.468516,sim,sim,2.0,2.18162,as vezes,nao,2.325091,0.891444,1.223661,as vezes,transporte publico
M,23.0,1.62,53.0,sim,sim,2.0,3.0,as vezes,nao,2.0,1.0,1.0,as vezes,transporte publico
M,20.586978,1.781952,,sim,,2.0,3.0,as vezes,nao,1.689793,1.464204,0.0,nao,transporte publico
M,25.920738,1.823755,105.800158,sim,sim,2.92711,3.0,as vezes,nao,2.151496,1.166064,1.509831,as vezes,
F,21.0,1.52,42.0,nao,nao,3.0,,frequentemente,nao,1.0,0.0,0.0,as vezes,transporte publico
M,30.003358,1.758355,112.007101,sim,sim,1.750809,3.0,as vezes,nao,2.002871,0.0,0.114457,as vezes,carro
F,25.653233,1.65757,109.931233,sim,sim,3.0,3.0,as vezes,nao,1.610472,0.029728,0.472343,as vezes,transporte publico
M,18.0,1.792687,108.204547,sim,sim,2.0,2.478794,as vezes,nao,2.967064,1.0,0.4346,nao,transporte publico
M,20.0,1.76,55.0,sim,sim,2.0,4.0,as vezes,nao,3.0,2.0,,nao,transporte publico
M,22.0,1.75,95.0,sim,nao,2.0,3.0,as vezes,nao,3.0,,2.0,nao,
M,19.076443,1.62,69.529625,nao,sim,2.278644,1.0,as vezes,nao,2.628985,,1.285373,as vezes,transporte publico
F,25.954995,1.592529,102.874549,sim,sim,3.0,3.0,as vezes,nao,1.074412,0.006265,0.845633,as vezes,transporte publico
M,26.740655,1.863883,120.202596,sim,sim,2.247795,3.0,as vezes,nao,2.816015,0.712726,0.0,as vezes,transporte publico
F,17.451085,1.6,,sim,sim,3.0,2.449723,as vezes,,2.0,0.479592,1.720642,as vezes,transporte publico
M,30.003358,1.758355,112.007101,sim,sim,1.750809,3.0,as vezes,nao,2.002871,0.0,0.114457,as vezes,carro
M,28.363149,1.793476,112.725005,sim,sim,1.99124,3.0,as vezes,nao,,0.0,0.292956,as vezes,transporte publico
M,17.06713,1.896734,59.895052,sim,sim,2.842102,3.34175,as vezes,nao,2.0,2.511157,0.560351,nao,carro
F,18.0,1.56,51.0,sim,sim,2.0,4.0,frequentemente,nao,2.0,1.0,0.0,as vezes,transporte publico
F,37.441044,1.524293,76.202761,sim,sim,2.0,2.994046,as vezes,nao,1.603549,1.335857,0.0,as vezes,carro
M,,1.855779,86.098523,sim,sim,2.0,2.372339,as vezes,nao,1.675733,1.066241,1.0,as vezes,carro
F,25.994949,1.593321,110.168166,sim,sim,3.0,3.0,as vezes,nao,2.447306,0.000454,0.486558,as vezes,transporte publico
M,18.164768,1.694265,52.0,sim,sim,3.0,3.0,frequentemente,nao,2.0,0.819682,1.0,nao,transporte publico
F,29.08107,1.674568,71.602622,sim,sim,2.0,3.0,as vezes,nao,1.701835,1.682271,0.0,as vezes,carro
F,24.163526,1.64603,49.839685,sim,sim,3.0,3.590039,frequentemente,nao,2.7305,0.107078,0.0,nao,transporte publico
M,19.443639,1.744733,87.27989,sim,sim,2.442536,3.0,as vezes,nao,2.825629,3.0,0.0,as vezes,transporte publico
M,21.0,1.82,72.0,sim,sim,1.0,3.0,frequentemente,nao,3.0,2.0,0.0,as vezes,transporte publico
F,21.538225,1.610327,67.999778,sim,sim,1.887951,3.728377,nao,nao,2.682107,1.123931,0.492528,as vezes,transporte publico
M,22.720449,1.65,89.139209,sim,,2.103335,2.964024,as vezes,nao,3.0,0.632947,1.0,nao,transporte publico
F,19.0,,49.0,sim,sim,2.0,1.0,nao,nao,2.0,2.0,0.0,nao,transporte publico
F,20.891491,1.748313,133.573787,sim,sim,3.0,3.0,as vezes,nao,2.874336,1.624981,0.825609,as vezes,transporte publico
F,20.0,1.57,60.0,nao,sim,3.0,,as vezes,nao,3.0,0.0,1.0,as vezes,transporte publico
F,40.0,1.570811,62.211572,sim,sim,2.253371,3.0,as vezes,nao,2.756916,1.016042,0.213437,as vezes,carro
M,19.443639,1.744733,87.27989,sim,sim,2.442536,3.0,as vezes,nao,2.825629,3.0,0.0,as vezes,transporte publico
M,29.0,1.62,89.0,sim,sim,1.0,3.0,as vezes,nao,1.0,0.0,0.0,as vezes,transporte publico
F,33.690239,1.681842,77.426465,sim,sim,3.0,2.679724,as vezes,nao,1.999737,1.747347,0.681773,nao,carro
F,,1.748106,133.259033,sim,sim,3.0,3.0,as vezes,nao,1.931163,1.562213,0.926565,as vezes,
F,26.0,1.649178,111.914361,sim,sim,3.0,3.0,as vezes,nao,2.884077,0.0,0.096576,as vezes,transporte publico
F,23.0,1.68,67.0,sim,sim,2.0,3.0,frequentemente,nao,1.0,,0.0,as vezes,transporte publico
F,26.0,1.639524,111.945588,sim,sim,,3.0,as vezes,nao,2.739351,0.0,0.064769,as vezes,transporte publico
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
F,25.999185,1.568543,102.000122,sim,sim,3.0,3.0,as vezes,nao,1.000544,0.001297,1.0,as vezes,transporte publico
F,25.909353,1.644078,102.277765,sim,sim,3.0,3.0,as vezes,nao,1.029241,0.075776,1.0,as vezes,transporte publico
F,23.018443,1.584785,44.376637,nao,nao,2.204914,2.127797,frequentemente,nao,2.120292,0.995735,0.0,nao,transporte publico
M,23.096353,1.728183,,sim,sim,2.0,2.986172,as vezes,,2.364208,2.492402,1.632506,nao,transporte publico
M,23.319635,1.84629,121.248035,sim,sim,3.0,2.695396,as vezes,nao,2.628816,0.975384,0.0,as vezes,transporte publico
F,18.335019,1.771043,137.044959,sim,sim,3.0,3.0,as vezes,nao,2.861533,1.70464,0.655571,as vezes,transporte publico
F,37.0,1.68,83.0,sim,sim,2.0,1.0,as vezes,nao,2.0,0.0,0.0,nao,carro
F,18.0,1.644682,68.392133,sim,sim,2.0,1.131695,as vezes,nao,1.344539,0.0,1.59257,nao,transporte publico
M,21.077356,1.702002,97.971598,sim,sim,2.0,1.66338,as vezes,nao,2.0,0.0,1.865851,nao,transporte publico
F,,1.7,78.0,sim,sim,3.0,3.0,as vezes,nao,2.147074,1.416076,1.0,frequentemente,carro
M,21.029633,1.607082,67.722222,sim,sim,2.0,3.691226,nao,,3.0,,0.3352,as vezes,transporte publico
M,21.0,1.62,70.0,,sim,2.0,1.0,nao,nao,3.0,1.0,,as vezes,transporte publico
F,21.95994,1.483284,62.894283,sim,nao,2.0,1.680838,as vezes,nao,1.833635,0.281876,0.575848,nao,transporte publico
,31.333798,1.835381,91.059595,sim,sim,2.0,3.0,as vezes,nao,1.18423,0.155579,0.453404,as vezes,transporte publico
M,21.086512,1.863685,,sim,sim,2.0,3.0,as vezes,nao,1.005727,0.0,0.798219,as vezes,transporte publico
M,20.0,1.67,78.0,sim,nao,2.0,1.0,as vezes,nao,3.0,0.0,0.0,frequentemente,carro
,19.741202,1.816783,86.522799,sim,sim,2.0,3.0,as vezes,nao,2.177386,0.336814,0.004813,as vezes,transporte publico
,26.680376,1.812259,118.277657,sim,sim,2.239634,3.0,as vezes,nao,2.684264,0.979306,0.0,as vezes,transporte publico
F,18.0,1.456346,55.523481,nao,sim,2.0,3.0,as vezes,nao,1.040342,0.497373,1.783319,as vezes,transporte publico
M,38.523646,1.765836,118.533246,sim,sim,2.177896,2.987652,as vezes,nao,1.745095,0.656548,0.0,as vezes,carro
M,18.0,1.755823,52.331172,nao,sim,2.596364,3.0,as vezes,nao,2.0,0.281734,1.488372,as vezes,transporte publico
M,25.632447,1.836943,96.192662,sim,sim,1.317729,2.278652,as vezes,nao,2.0,1.80674,1.93977,as vezes,transporte publico
F,38.692265,,62.341438,sim,sim,2.956671,2.965494,as vezes,nao,2.868132,0.0,0.54925,as vezes,carro
M,23.0,1.72,70.0,nao,nao,2.0,3.0,,nao,2.0,3.0,1.0,frequentemente,
M,26.0,1.7,70.0,nao,sim,2.0,3.0,as vezes,sim,1.0,0.0,0.0,,transporte publico
F,24.063874,1.737313,133.166595,sim,sim,3.0,3.0,as vezes,nao,2.846259,1.295759,0.723154,,transporte publico
F,23.0,1.717601,51.073918,sim,sim,2.0,3.0,frequentemente,nao,,2.20208,2.0,nao,transporte publico
F,21.0,1.753578,77.97917,sim,sim,2.273548,2.39007,as vezes,nao,1.648404,0.874643,1.102696,as vezes,
F,23.455303,1.677672,114.470482,sim,sim,3.0,3.0,as vezes,nao,2.426094,0.294763,0.737226,as vezes,transporte publico
M,24.001685,1.606066,99.961731,sim,sim,3.0,1.418833,as vezes,nao,1.0,1.19102,1.384186,nao,transporte publico
M,26.047077,1.74595,80.018571,sim,sim,1.993101,3.171082,as vezes,nao,2.364498,1.224743,0.022245,as vezes,transporte publico
F,18.0,1.64,56.0,sim,sim,3.0,3.0,frequentemente,nao,1.0,1.0,1.0,nao,transporte publico
F,21.334585,1.729045,131.529267,sim,sim,,3.0,as vezes,nao,1.302193,,0.94232,as vezes,transporte publico
M,36.726617,1.787521,100.624553,sim,sim,,2.992606,as vezes,nao,,2.00123,0.36037,frequentemente,carro
M,20.0,1.83,85.0,sim,nao,,3.0,as vezes,nao,3.0,3.0,0.0,as vezes,carro
F,26.0,1.641132,111.841706,sim,sim,3.0,3.0,as vezes,nao,2.617401,0.0,0.200379,as vezes,transporte publico
M,17.486869,1.836669,58.943347,sim,sim,2.767731,3.821168,as vezes,nao,2.0,2.0,0.556245,,carro
,21.0,1.61,54.5,sim,sim,3.0,3.0,as vezes,nao,3.0,0.0,1.0,as vezes,andando
M,22.087056,1.792435,89.998729,sim,sim,1.904732,2.608416,as vezes,nao,1.204175,0.0,1.895312,as vezes,transporte publico
M,23.0,1.75,120.0,sim,sim,2.0,3.0,as vezes,sim,2.0,2.0,1.0,as vezes,transporte publico
F,20.520992,1.668642,124.704781,sim,sim,3.0,3.0,as vezes,nao,1.15635,0.786828,,as vezes,transporte publico
M,18.0,,66.0,nao,sim,2.0,3.0,frequentemente,nao,1.0,1.0,1.0,as vezes,transporte publico
F,26.0,1.622701,109.982692,sim,sim,3.0,3.0,as vezes,nao,2.688229,0.0,0.451377,as vezes,transporte publico
M,18.0,1.71889,52.058335,sim,sim,1.950742,3.0,as vezes,nao,1.751723,0.201136,1.743319,as vezes,transporte publico
M,26.758516,1.80179,86.981202,nao,sim,2.652958,2.488189,as vezes,nao,2.0,2.0,0.096614,nao,carro
F,17.451085,1.6,,sim,sim,3.0,2.449723,as vezes,,2.0,0.479592,1.720642,as vezes,transporte publico
M,30.493946,1.756221,119.117122,,sim,2.619987,3.0,as vezes,nao,2.194746,1.076926,1.090995,as vezes,carro
M,24.481032,1.661277,90.744965,sim,sim,1.712848,3.0,as vezes,nao,1.162153,0.458981,0.885532,nao,carro
F,22.0,1.6,82.0,sim,sim,1.0,1.0,as vezes,nao,2.0,0.0,2.0,as vezes,transporte publico
M,19.684891,1.700627,78.048207,sim,nao,1.653081,2.753418,as vezes,nao,2.192063,1.474937,0.518542,as vezes,transporte publico
M,26.358919,1.755317,82.228794,sim,sim,1.94313,3.559841,as vezes,nao,2.367996,0.23553,0.879977,as vezes,transporte publico
F,22.038327,1.711467,51.965521,sim,sim,2.880161,3.0,frequentemente,nao,1.031354,2.206738,1.37465,nao,transporte publico
F,21.571288,1.600914,68.058902,sim,sim,1.766849,3.322522,as vezes,nao,2.616285,0.943058,0.256977,as vezes,transporte publico
M,30.62865,1.766975,118.363376,sim,sim,2.964319,3.0,as vezes,nao,2.377257,0.614959,1.875023,as vezes,carro
M,33.070142,1.709428,83.014033,sim,sim,2.0,1.044628,as vezes,nao,2.01051,2.805801,0.0,,carro
F,23.0,1.61082,82.532994,sim,sim,2.09663,2.879541,as vezes,nao,2.432967,1.887012,0.0,nao,transporte publico
M,30.595632,1.910672,129.232708,sim,sim,2.497548,3.0,as vezes,nao,1.362583,1.144076,0.173232,as vezes,transporte publico
F,27.0,1.55,,nao,sim,2.0,3.0,as vezes,nao,1.0,0.0,1.0,as vezes,carro
M,31.783524,1.672959,90.0,sim,sim,2.949242,1.782109,as vezes,nao,2.210997,1.992719,0.0,as vezes,carro
M,19.637947,1.809101,85.0,sim,sim,3.0,3.0,as vezes,nao,2.229171,1.607953,0.628059,as vezes,transporte publico
M,33.0,1.74,76.0,nao,nao,2.0,3.0,as vezes,nao,1.0,0.0,2.0,as vezes,andando
F,21.0,1.54,49.0,sim,nao,2.0,1.0,as vezes,nao,2.0,2.0,0.0,as vezes,transporte publico
M,34.576714,1.73325,,sim,sim,2.501224,2.049565,as vezes,nao,1.0,1.746583,0.0,nao,carro
M,31.194458,1.726279,110.714711,sim,sim,1.794825,3.914454,as vezes,nao,1.972016,0.668963,,,carro
M,18.128206,1.778447,80.273807,sim,sim,1.570089,3.0,as vezes,nao,2.0,2.707882,0.0,nao,transporte publico
M,20.0,1.98,125.0,sim,sim,2.0,,sempre,nao,3.0,1.0,1.0,as vezes,transporte publico
M,19.0,1.75,100.0,sim,sim,2.0,3.0,frequentemente,nao,,2.0,0.0,nao,transporte publico
M,29.43879,1.770126,108.602715,sim,sim,3.0,3.0,as vezes,nao,1.163264,,1.604608,as vezes,carro
,19.0,1.56,50.0,nao,sim,2.0,1.0,as vezes,nao,1.0,0.0,,nao,transporte publico
M,28.712995,1.665585,98.66176,sim,sim,2.95801,2.834253,as vezes,nao,1.0,1.999886,0.0,nao,transporte publico
,23.0,1.681314,80.037202,sim,sim,2.0,2.9796,as vezes,nao,1.964435,0.189957,1.73216,nao,transporte publico
F,21.02064,1.65,88.129437,sim,sim,2.870152,1.001383,as vezes,nao,3.0,1.322558,1.0,nao,transporte publico
M,30.403205,1.696365,102.815983,sim,sim,2.79166,2.13229,as vezes,nao,1.254589,0.652736,1.040713,nao,transporte publico
M,21.0,1.88,84.0,sim,sim,3.0,3.0,as vezes,nao,3.0,2.0,1.0,as vezes,andando
F,26.0,1.654784,111.933152,sim,sim,3.0,3.0,as vezes,nao,2.770125,0.0,0.088236,as vezes,transporte publico
M,,1.82,107.0,nao,sim,2.0,3.0,as vezes,nao,3.0,0.0,1.0,as vezes,transporte publico
F,22.989846,1.65,80.0,sim,sim,2.0,3.0,as vezes,nao,2.0,0.146919,2.0,nao,transporte publico
F,25.962949,1.623812,109.996742,sim,sim,,3.0,as vezes,nao,2.395387,0.000272,0.461532,,transporte publico
M,19.693804,1.8,85.0,sim,sim,2.188722,3.0,as vezes,nao,2.721356,1.528968,1.0,as vezes,transporte publico
M,30.022598,1.747739,83.314157,sim,sim,2.011656,3.165837,as vezes,nao,1.844645,0.889963,0.395979,nao,
F,43.238402,1.733875,,sim,sim,2.353603,2.337035,as vezes,nao,,0.706287,0.0,nao,carro
M,17.908114,1.793926,59.682591,sim,sim,2.568063,4.0,as vezes,nao,2.0,2.0,0.220029,nao,carro
M,30.451174,1.758539,111.950413,sim,sim,1.067909,3.656401,as vezes,nao,1.98459,0.054238,0.0,as vezes,carro
M,18.525834,1.776989,57.275946,sim,sim,2.0,3.747163,as vezes,nao,2.575535,2.0,1.84383,nao,carro
M,25.426457,1.836592,118.377601,sim,sim,1.84199,3.0,as vezes,nao,2.503244,1.226019,0.078207,as vezes,transporte publico
F,34.281681,1.673333,77.205685,sim,sim,2.689929,1.835543,as vezes,nao,1.718569,0.674348,0.707246,nao,carro
M,26.607478,1.793174,118.165082,sim,sim,2.002076,3.0,as vezes,nao,2.338373,0.897562,0.081156,as vezes,transporte publico
M,21.214617,1.930416,118.560509,sim,sim,2.0,3.0,as vezes,nao,3.0,0.732186,1.0,as vezes,transporte publico
F,26.0,1.643421,111.939983,sim,sim,3.0,3.0,as vezes,nao,2.722276,0.0,0.091711,as vezes,transporte publico
F,31.0,1.62,68.0,nao,nao,3.0,3.0,as vezes,nao,2.0,1.0,0.0,as vezes,carro
M,26.734476,1.816197,119.622764,sim,sim,2.247037,3.0,as vezes,nao,2.718408,0.763595,0.0,as vezes,transporte publico
M,22.720449,1.65,89.139209,sim,,2.103335,2.964024,as vezes,nao,3.0,0.632947,1.0,nao,transporte publico
F,16.834813,1.74402,50.0,nao,sim,2.19005,3.420618,as vezes,nao,1.356405,1.351996,0.98468,as vezes,transporte publico
F,19.0,,,nao,sim,2.0,4.0,as vezes,nao,,3.0,0.0,as vezes,transporte publico
F,19.528936,1.817917,142.559161,,sim,3.0,3.0,as vezes,nao,2.562002,1.976427,0.740331,as vezes,transporte publico
F,24.469756,1.663341,113.077187,sim,sim,3.0,3.0,,nao,2.632224,,0.26956,as vezes,transporte publico
F,18.0,1.57,,sim,sim,,1.0,sempre,nao,1.0,1.0,0.0,nao,transporte publico
M,29.669219,1.909188,129.19449,sim,,2.432355,3.0,as vezes,nao,1.336526,1.63812,0.090341,as vezes,transporte publico
F,23.664709,1.738836,133.472641,,sim,3.0,3.0,as vezes,nao,2.863513,1.026452,0.714137,as vezes,transporte publico
F,19.0,1.51,59.0,,sim,3.0,3.0,frequentemente,nao,1.0,1.0,2.0,as vezes,andando
M,21.0,1.8,72.0,nao,sim,3.0,3.0,as vezes,nao,2.0,1.0,1.0,nao,transporte publico
M,18.729566,1.855433,112.875283,sim,sim,2.0,2.427137,as vezes,nao,2.574073,1.0,2.0,as vezes,transporte publico
M,19.858973,1.62,69.575315,nao,sim,2.185938,1.0,nao,nao,2.81353,1.0,1.110222,as vezes,transporte publico
M,20.825962,1.793378,105.655037,sim,sim,2.0,3.0,as vezes,nao,1.155384,0.003938,0.526999,as vezes,transporte publico
M,38.825189,1.780846,85.687751,sim,sim,2.901924,1.124977,as vezes,nao,2.76382,0.8554,0.999183,as vezes,carro
M,25.0,1.78,78.0,sim,sim,2.0,1.0,as vezes,nao,2.0,2.0,,as vezes,transporte publico
M,30.188303,1.758382,112.10074,sim,sim,,3.0,as vezes,nao,2.017712,0.0,0.731257,as vezes,carro
M,21.963457,1.697228,75.5771,sim,,2.204914,3.623364,as vezes,nao,1.815293,0.989316,0.0,as vezes,transporte publico
F,38.397463,1.552648,80.0,sim,sim,2.667676,1.135278,as vezes,nao,1.399629,1.648883,0.0,as vezes,carro
M,18.424941,1.753389,54.121925,sim,sim,2.0,3.16645,as vezes,nao,2.278578,1.838881,2.0,as vezes,transporte publico
F,19.755797,1.542328,63.856193,nao,sim,2.628791,,as vezes,,1.512035,0.303722,0.003229,as vezes,transporte publico
M,30.71516,1.650189,101.141277,sim,sim,,2.269799,as vezes,nao,1.0,1.889937,0.378818,nao,transporte publico
M,25.124595,1.77151,113.207124,sim,,1.457758,3.0,as vezes,nao,2.020249,1.556709,0.00133,as vezes,transporte publico
F,24.284833,1.650726,113.774198,sim,sim,3.0,3.0,as vezes,nao,2.75137,0.324913,0.516764,as vezes,transporte publico
F,20.951084,1.708581,131.274851,sim,sim,3.0,3.0,as vezes,nao,1.796956,1.684582,0.887388,as vezes,transporte publico
M,30.577343,1.868923,125.064264,sim,sim,2.050619,3.0,as vezes,sim,1.515183,0.849811,0.261901,as vezes,transporte publico
F,32.0,1.67,90.0,,sim,3.0,1.0,as vezes,nao,2.0,2.0,0.0,as vezes,carro
M,18.0,1.74,64.0,sim,sim,3.0,4.0,as vezes,nao,1.0,2.0,0.0,as vezes,transporte publico
F,19.314964,1.661403,49.932199,nao,sim,2.205439,3.0,as vezes,nao,1.530531,2.0,1.0,as vezes,transporte publico
M,21.0,1.65,60.0,nao,nao,3.0,,frequentemente,nao,1.0,0.0,0.0,as vezes,moto
F,19.408999,1.670552,49.804245,nao,sim,2.794197,3.409363,as vezes,nao,,,1.0,as vezes,transporte publico
M,22.087056,1.792435,89.998729,sim,sim,1.904732,2.608416,as vezes,nao,1.204175,0.0,1.895312,as vezes,transporte publico
M,20.261925,1.807538,85.316125,sim,sim,2.0,3.0,as vezes,nao,1.968011,1.072662,0.776758,as vezes,transporte publico
F,19.054008,1.556611,39.695295,nao,,1.889199,2.217651,as vezes,nao,2.013605,2.075293,1.683261,as vezes,transporte publico
,20.074449,1.810427,152.217135,sim,,3.0,3.0,as vezes,nao,2.299156,1.699056,0.729722,as vezes,transporte publico
M,18.0,1.782722,108.044313,sim,sim,2.0,2.655265,as vezes,nao,2.297896,1.0,0.552665,nao,transporte publico
F,27.0,1.55,,nao,sim,2.0,3.0,as vezes,nao,1.0,0.0,1.0,as vezes,carro
F,26.591628,1.7,78.008388,sim,sim,2.734314,3.0,as vezes,nao,3.0,0.897702,0.908271,frequentemente,
F,21.572114,1.751067,133.845064,sim,sim,3.0,3.0,as vezes,nao,2.748569,1.427037,0.902825,as vezes,transporte publico
M,17.282945,1.821514,59.605028,sim,sim,2.613249,3.712183,as vezes,,2.0,2.002997,0.174848,nao,carro
M,34.204611,1.719509,84.416515,sim,sim,2.031246,3.0,as vezes,nao,2.803002,1.98448,0.418623,nao,carro
F,18.985119,1.759117,80.0,sim,sim,2.0,1.411808,as vezes,nao,2.651194,2.878414,0.953841,nao,transporte publico
M,19.443639,1.744733,87.27989,sim,sim,2.442536,3.0,as vezes,nao,2.825629,3.0,0.0,as vezes,transporte publico
M,20.0,1.78,68.0,nao,nao,2.0,1.0,frequentemente,nao,3.0,2.0,1.0,nao,transporte publico
F,25.617227,1.628019,108.265922,sim,sim,3.0,3.0,as vezes,nao,1.6213,0.090917,0.438216,as vezes,transporte publico
M,30.71516,1.650189,101.141277,sim,sim,,2.269799,as vezes,nao,1.0,1.889937,0.378818,nao,transporte publico
M,,1.64,78.0,sim,sim,2.0,1.0,as vezes,nao,2.0,0.0,0.0,frequentemente,carro
M,34.647036,1.769499,85.0,sim,sim,2.802696,3.0,as vezes,nao,2.978465,1.974656,,nao,carro
M,20.0,1.65,80.0,sim,nao,2.0,3.0,as vezes,nao,2.0,1.0,2.0,nao,andando
F,39.213399,1.586301,80.0,sim,sim,,1.237454,as vezes,nao,,1.967973,0.0,as vezes,carro
F,25.908431,,103.026858,sim,sim,3.0,3.0,as vezes,nao,1.077253,0.162083,0.824607,as vezes,transporte publico
F,33.690239,1.681842,77.426465,sim,sim,3.0,2.679724,as vezes,nao,1.999737,1.747347,0.681773,nao,carro
M,26.0,1.72,65.0,sim,sim,2.0,3.0,as vezes,nao,2.0,0.0,1.0,as vezes,andando
M,24.739421,1.757069,117.298233,sim,,1.392665,3.0,as vezes,nao,2.0,1.097983,0.630866,as vezes,transporte publico
M,41.0,1.75,116.594351,sim,sim,2.0,2.831771,as vezes,nao,1.725226,0.356288,0.0,as vezes,carro
F,21.840654,1.747479,136.516648,sim,sim,,3.0,as vezes,nao,1.607531,1.963379,0.858392,as vezes,transporte publico
M,18.140751,1.859056,111.235188,sim,sim,2.0,1.706551,as vezes,nao,2.039514,1.0,2.0,as vezes,
F,21.391371,1.730636,131.902591,sim,sim,3.0,3.0,as vezes,nao,1.419136,1.700889,0.930888,as vezes,transporte publico
M,18.381382,1.722547,53.783977,sim,sim,2.0,3.131032,as vezes,nao,2.072194,1.487987,2.0,as vezes,
M,47.7061,1.743935,84.729197,sim,sim,2.535315,3.0,as vezes,nao,1.146595,0.31381,0.0,nao,carro
F,18.086772,1.65,82.13682,sim,sim,3.0,,as vezes,nao,1.0,1.02975,1.350099,as vezes,transporte publico
M,25.191627,1.813678,85.637789,nao,sim,1.450218,3.985442,as vezes,nao,2.147746,0.046836,1.0,nao,
F,,1.76,80.0,sim,sim,2.0,1.0,as vezes,nao,3.0,3.0,1.0,nao,transporte publico
F,21.768834,1.733383,135.524857,sim,sim,3.0,3.0,as vezes,nao,1.485736,1.950374,0.869238,as vezes,transporte publico
M,21.0,1.62,70.0,,sim,2.0,1.0,nao,nao,3.0,1.0,,as vezes,transporte publico
